"","X","round","region","area","fs","impound","impound2","treat","treat2","night","day","month","year","jdate","time","length","obs","sora","vira","yera","kira","rail"
"216",216,3,"ne","bkca","ca","kt6","kt6",NA,NA,2.2,11,10,2013,285,1.5,8.14034,"M",0,0,0,0,0
"217",217,3,"ne","bkca","ca","kt6","kt6",NA,NA,2.1,11,10,2013,285,1.5,8.14034,"N",0,0,0,0,0
"218",218,1,"ne","bkca","ca","kt9","kt9","E","E",3.2,24,8,2014,237,0.633333333,2.5744,"N",4,0,0,0,4
"219",219,2,"ne","bkca","ca","kt9","kt9","E","E",1.1,10,9,2014,253,0.75,3,"A",2,0,0,0,2
"220",220,2,"ne","bkca","ca","kt9","kt9","E","E",2.2,11,9,2014,254,0.5,2.6,"A",0,0,0,0,0
"221",221,2,"ne","bkca","ca","kt9","kt9","E","E",2.1,11,9,2014,254,0.6,2.9,"N",7,0,0,0,7
"222",222,3,"ne","bkca","ca","kt9","kt9","E","E",2.2,29,9,2014,273,0.5,2.5,"N",2,0,0,0,2
"223",223,4,"ne","bkca","ca","kt9","kt9","E","E",1.1,13,10,2014,287,0.6,2.3,"N",2,0,0,0,2
"224",224,4,"ne","bkca","ca","kt9","kt9","E","E",1.2,13,10,2014,287,0.5,2.2,"A",3,0,0,0,3
"225",225,1,"nc","slnwr","nwr","m10","m10","E","E",1.1,16,8,2014,229,0.9,4.0225,"A",0,0,0,0,0
"226",226,1,"nc","slnwr","nwr","m10","m10","E","E",1.2,16,8,2014,229,0.916666667,3.3789,"N",10,0,0,0,10
"227",227,2,"nc","slnwr","nwr","m10","m10","E","E",2.2,4,9,2014,247,0.5,1.4,"A",6,0,0,0,6
"228",228,2,"nc","slnwr","nwr","m10","m10","E","E",2.1,4,9,2014,247,0.75,1.9,"N",7,0,0,0,7
"229",229,2,"nc","slnwr","nwr","m10","m10","E","E",3.1,5,9,2014,248,1.5,5.6,"A",56,0,0,0,56
"230",230,3,"nc","slnwr","nwr","m10","m10","E","E",1.1,24,9,2014,268,1.1,0.25,"A",1,0,0,0,1
"231",231,3,"nc","slnwr","nwr","m10","m10","E","E",1.2,24,9,2014,268,2.3,0.5,"N",4,0,0,0,4
"232",232,3,"nc","slnwr","nwr","m10","m10","E","E",3.1,26,9,2014,270,0.5,2,"N",8,0,0,0,8
"233",233,3,"nc","slnwr","nwr","m10","m10","E","E",3.2,26,9,2014,270,0.5,1.8,"A",1,0,0,0,1
"234",234,4,"nc","slnwr","nwr","m10","m10","E","E",2.1,11,10,2014,285,0.75,2.5,"N",5,0,0,0,5
"235",235,4,"nc","slnwr","nwr","m10","m10","E","E",2.2,11,10,2014,285,1.25,3.5,"A",3,0,0,0,3
"236",236,2,"nc","slnwr","nwr","m10","m10",NA,NA,3,9,9,2012,253,2,3.7,"J",31,0,0,0,31
"237",237,1,"nc","slnwr","nwr","m10","m10",NA,NA,3,22,8,2012,266,2,3.7,"M",41,0,0,0,41
"238",238,3,"nc","slnwr","nwr","m10","m10",NA,NA,3,26,9,2012,270,2,3.7,"L",43,0,0,0,43
"239",239,1,"nc","slnwr","nwr","m10","m10",NA,NA,2.1,20,8,2013,233,1.17,2.6,"D",0,0,0,0,0
"240",240,1,"nc","slnwr","nwr","m10","m10",NA,NA,2.2,20,8,2013,233,1.17,2.9,"N",0,0,0,0,0
"241",241,1,"nc","slnwr","nwr","m10","m10",NA,NA,3.1,21,8,2013,234,3,1.25,"M",0,0,0,0,0
"242",242,2,"nc","slnwr","nwr","m10","m10",NA,NA,1.2,6,9,2013,250,1.33,3.9,"M",6,0,0,0,6
"243",243,2,"nc","slnwr","nwr","m10","m10",NA,NA,3.2,9,9,2013,253,1.33,3.9,"M",9,0,0,0,9
"244",244,2,"nc","slnwr","nwr","m10","m10",NA,NA,3.1,9,9,2013,253,1.33,3.9,"N",7,0,0,0,7
"245",245,3,"nc","slnwr","nwr","m10","m10",NA,NA,2.1,27,9,2013,271,1.17,2.9,"M",4,0,0,0,4
"246",246,3,"nc","slnwr","nwr","m10","m10",NA,NA,3.1,30,9,2013,274,1.17,2.9,"D",4,0,0,0,4
"247",247,3,"nc","slnwr","nwr","m10","m10",NA,NA,3.2,30,9,2013,274,1.17,2.9,"N",7,0,0,0,7
"248",248,4,"nc","slnwr","nwr","m10","m10",NA,NA,1.1,23,10,2013,297,1.75,4,"A",0,1,0,0,1
"249",249,4,"nc","slnwr","nwr","m10","m10",NA,NA,3.1,26,10,2013,300,1.5,3.1,"A",3,0,0,0,3
"250",250,1,"nc","slnwr","nwr","m11","m11","C","E",1.1,16,8,2014,229,0.5,3.0571,"A",0,0,0,0,0
"251",251,1,"nc","slnwr","nwr","m11","m11","C","E",1.2,16,8,2014,229,0.433333333,2.0917,"N",0,0,0,0,0
"252",252,2,"nc","slnwr","nwr","m11","m11","C","E",2.2,4,9,2014,247,0.66666666,2.3,"A",19,0,0,0,19
"253",253,2,"nc","slnwr","nwr","m11","m11","C","E",2.1,4,9,2014,247,0.833333333,2.3,"N",27,0,0,0,27
"254",254,2,"nc","slnwr","nwr","m11","m11","C","E",3.1,5,9,2014,248,1.15,5,"A",23,0,0,0,23
"255",255,3,"nc","slnwr","nwr","m11","m11","C","E",1.1,24,9,2014,268,3.4,0.75,"A",1,0,0,0,1
"256",256,3,"nc","slnwr","nwr","m11","m11","C","E",1.2,24,9,2014,268,3.2,0.83,"N",6,0,0,0,6
"257",257,3,"nc","slnwr","nwr","m11","m11","C","E",3.1,26,9,2014,270,0.6,2.9,"N",3,0,0,0,3
"258",258,3,"nc","slnwr","nwr","m11","m11","C","E",3.2,26,9,2014,270,0.75,2.4,"A",2,0,0,0,2
"259",259,4,"nc","slnwr","nwr","m11","m11","C","E",2.1,11,10,2014,285,0.6,2.2,"N",0,0,0,0,0
"260",260,4,"nc","slnwr","nwr","m11","m11","C","E",2.2,11,10,2014,285,0.25,1,"A",0,0,0,0,0
"261",261,2,"nc","slnwr","nwr","m11","m11",NA,NA,3,9,9,2012,253,2,3.7,"L",19,0,0,0,19
"262",262,1,"nc","slnwr","nwr","m11","m11",NA,NA,2.2,20,8,2013,233,1.25,2.7,"D",0,0,0,0,0
"263",263,1,"nc","slnwr","nwr","m11","m11",NA,NA,2.1,20,8,2013,233,1.25,3.1,"N",0,0,0,0,0
"264",264,1,"nc","slnwr","nwr","m11","m11",NA,NA,3.1,21,8,2013,234,3,1.25,"M",2,0,0,0,2
"265",265,2,"nc","slnwr","nwr","m11","m11",NA,NA,1.1,6,9,2013,250,1.33,3.9,"M",0,0,0,0,0
"266",266,2,"nc","slnwr","nwr","m11","m11",NA,NA,3.1,9,9,2013,253,1.17,3.4,"M",1,0,0,0,1
"267",267,2,"nc","slnwr","nwr","m11","m11",NA,NA,3.2,9,9,2013,253,1.17,3.4,"N",6,0,0,0,6
"268",268,3,"nc","slnwr","nwr","m11","m11",NA,NA,2.1,27,9,2013,271,1.17,2.9,"A",6,0,0,0,6
"269",269,3,"nc","slnwr","nwr","m11","m11",NA,NA,3.2,30,9,2013,274,1.17,2.9,"D",3,0,0,0,3
"270",270,3,"nc","slnwr","nwr","m11","m11",NA,NA,3.1,30,9,2013,274,1.17,2.9,"N",0,0,0,0,0
"271",271,4,"nc","slnwr","nwr","m11","m11",NA,NA,1.1,23,10,2013,297,0.75,2.6,"A",3,0,0,0,3
"272",272,4,"nc","slnwr","nwr","m11","m11",NA,NA,3.1,26,10,2013,300,1.5,3.6,"JF",0,0,0,0,0
"273",273,1,"nc","slnwr","nwr","m13","m13","L","L",1.2,16,8,2014,229,0.5,1.9308,"A",0,0,0,0,0
"274",274,1,"nc","slnwr","nwr","m13","m13","L","L",1.1,16,8,2014,229,1.433333333,5.3097,"N",1,0,0,0,1
"275",275,2,"nc","slnwr","nwr","m13","m13","L","L",2.1,4,9,2014,247,1,5,"A",3,0,0,0,3
"276",276,2,"nc","slnwr","nwr","m13","m13","L","L",2.2,4,9,2014,247,0.5,1.3,"N",3,0,0,0,3
"277",277,2,"nc","slnwr","nwr","m13","m13","L","L",3.1,5,9,2014,248,1.1,3.7,"N",7,0,0,0,7
"278",278,3,"nc","slnwr","nwr","m13","m13","L","L",1.1,24,9,2014,268,5.1,1.3,"N",7,0,0,0,7
"279",279,3,"nc","slnwr","nwr","m13","m13","L","L",1.2,24,9,2014,268,5.2,1.3,"A",5,0,0,0,5
"280",280,3,"nc","slnwr","nwr","m13","m13","L","L",3.1,26,9,2014,270,1,4.5,"A",1,0,0,0,1
"281",281,3,"nc","slnwr","nwr","m13","m13","L","L",3.2,26,9,2014,270,1,4.5,"N",4,0,0,0,4
"282",282,4,"nc","slnwr","nwr","m13","m13","L","L",2.1,11,10,2014,285,1.25,5.3,"A",0,0,0,0,0
"283",283,4,"nc","slnwr","nwr","m13","m13","L","L",2.2,11,10,2014,285,1.25,4.4,"N",5,0,0,0,5
"284",284,3,"nc","slnwr","nwr","m14","m14",NA,NA,1.1,26,9,2013,270,1,2,"A",19,0,0,0,19
"285",285,3,"nc","slnwr","nwr","m14","m14",NA,NA,1.2,26,9,2013,270,1,1.6,"M",28,0,0,0,28
"286",286,3,"nc","slnwr","nwr","m14","m14",NA,NA,2.1,27,9,2013,271,1,2,"N",21,0,0,0,21
"287",287,4,"nc","slnwr","nwr","m14","m14",NA,NA,2.1,25,10,2013,299,0.75,1.8,"JF",0,0,0,0,0
"288",288,4,"nc","slnwr","nwr","m14","m14",NA,NA,4.1,27,10,2013,301,0.5,1.8,"A",0,0,0,0,0
"289",289,2,"nc","slnwr","nwr","m3","m3",NA,NA,3.1,9,9,2013,253,0.3,1,"A",0,0,0,0,0
"290",290,4,"nc","slnwr","nwr","m3","m3",NA,NA,2.1,25,10,2013,299,0.25,0.5,"A",0,0,0,0,0
"291",291,4,"nc","slnwr","nwr","m3","m3",NA,NA,4.1,27,10,2013,301,0.5,1.8,"JF",0,0,0,0,0
"292",292,2,"nc","slnwr","nwr","m4","m4",NA,NA,3,9,9,2012,253,2,4.6,"A",34,1,0,1,36
"293",293,2,"nc","slnwr","nwr","m4","m4",NA,NA,3,9,9,2012,253,2,4.6,"L",7,0,0,0,7
"294",294,1,"nc","slnwr","nwr","m4","m4",NA,NA,3,22,8,2012,266,2,4.6,"L",12,0,0,0,12
"295",295,3,"nc","slnwr","nwr","m4","m4",NA,NA,3,26,9,2012,270,2,4.6,"L",31,0,1,0,32
"296",296,3,"nc","slnwr","nwr","m4","m4",NA,NA,3,26,9,2012,270,2,4.6,"M",46,1,0,0,47
"297",297,1,"nc","slnwr","nwr","m4","m4",NA,NA,1.1,19,8,2013,232,0.5,1.2,"D",0,0,0,0,0
"298",298,1,"nc","slnwr","nwr","m4","m4",NA,NA,1.2,19,8,2013,232,0.5,1.3,"N",0,0,0,0,0
"299",299,1,"nc","slnwr","nwr","m4","m4",NA,NA,2.1,20,8,2013,233,0.33,1.2,"M",0,0,0,0,0
"300",300,2,"nc","slnwr","nwr","m4","m4",NA,NA,2.1,7,9,2013,251,0.5,2,"D",0,0,0,0,0
"301",301,2,"nc","slnwr","nwr","m4","m4",NA,NA,2.2,7,9,2013,251,0.5,1.4,"N",1,0,0,0,1
"302",302,2,"nc","slnwr","nwr","m4","m4",NA,NA,3.1,9,9,2013,253,0.75,1.7,"A",1,0,0,0,1
"303",303,3,"nc","slnwr","nwr","m4","m4",NA,NA,1.2,26,9,2013,270,0.3,1.2,"A",0,0,0,0,0
"304",304,3,"nc","slnwr","nwr","m4","m4",NA,NA,1.1,26,9,2013,270,0.5,1.3,"M",1,0,0,0,1
"305",305,3,"nc","slnwr","nwr","m4","m4",NA,NA,2.1,27,9,2013,271,0.5,1.6,"D",1,0,0,0,1
"306",306,4,"nc","slnwr","nwr","m4","m4",NA,NA,2.1,25,10,2013,299,0.5,1.2,"A",0,0,0,0,0
"307",307,4,"nc","slnwr","nwr","m4","m4",NA,NA,4.1,27,10,2013,301,0.5,1.3,"JF",0,0,0,0,0
"308",308,2,"nc","slnwr","nwr","m5","m5",NA,NA,3,9,9,2012,253,2,4.2,"M",54,3,0,0,57
"309",309,1,"nc","slnwr","nwr","m5","m5",NA,NA,3,22,8,2012,266,2,4.1,"J",49,0,0,0,49
"310",310,3,"nc","slnwr","nwr","m5","m5",NA,NA,3,26,9,2012,270,2,4.1,"A",116,5,4,0,125
"311",311,3,"nc","slnwr","nwr","m5","m5",NA,NA,3,26,9,2012,270,2,4.1,"J",130,3,8,0,141
"312",312,1,"nc","slnwr","nwr","m5","m5",NA,NA,1.1,19,8,2013,232,0.83,1.7,"D",0,0,0,0,0
"313",313,1,"nc","slnwr","nwr","m5","m5",NA,NA,1.2,19,8,2013,232,0.67,1.7,"N",0,0,0,0,0
"314",314,1,"nc","slnwr","nwr","m5","m5",NA,NA,2.1,20,8,2013,233,1,1.6,"M",1,0,0,0,1
"315",315,2,"nc","slnwr","nwr","m5","m5",NA,NA,2.1,7,9,2013,251,1,3,"D",0,0,0,0,0
"316",316,2,"nc","slnwr","nwr","m5","m5",NA,NA,2.2,7,9,2013,251,0.75,2.5,"N",0,0,0,0,0
"317",317,2,"nc","slnwr","nwr","m5","m5",NA,NA,3.1,9,9,2013,253,0.75,1.8,"A",0,0,0,0,0
"318",318,3,"nc","slnwr","nwr","m5","m5",NA,NA,1.2,26,9,2013,270,0.6,1.9,"A",3,0,0,0,3
"319",319,3,"nc","slnwr","nwr","m5","m5",NA,NA,1.1,26,9,2013,270,0.75,1.8,"M",2,0,0,0,2
"320",320,3,"nc","slnwr","nwr","m5","m5",NA,NA,2.1,27,9,2013,271,0.83,2.9,"D",1,0,0,0,1
"321",321,4,"nc","slnwr","nwr","m5","m5",NA,NA,2.1,25,10,2013,299,0.5,1.2,"A",0,0,0,0,0
"322",322,4,"nc","slnwr","nwr","m5","m5",NA,NA,4.1,27,10,2013,301,0.5,1.9,"JF",0,0,0,0,0
"323",323,1,"se","mnwr","nwr","mn2n","mn2n",NA,NA,2.2,28,8,2013,241,1,2,"A",0,0,0,0,0
"324",324,1,"se","mnwr","nwr","mn2n","mn2n",NA,NA,2.1,28,8,2013,241,1,2.3,"M",0,0,0,0,0
"325",325,1,"se","mnwr","nwr","mn2n","mn2n",NA,NA,3.2,29,8,2013,242,0.5,2.7,"D",0,0,0,0,0
"326",326,1,"se","mnwr","nwr","mn2n","mn2n",NA,NA,3.1,29,8,2013,242,0.33,2.3,"N",0,0,0,0,0
"327",327,2,"se","mnwr","nwr","mn2n","mn2n",NA,NA,1.1,16,9,2013,260,0.5,2,"M",1,0,0,0,1
"328",328,4,"se","mnwr","nwr","mn2n","mn2n",NA,NA,1.1,28,10,2013,302,0.5,1.6,"JF",0,0,0,0,0
"329",329,4,"se","mnwr","nwr","mn2n","mn2n",NA,NA,2.1,29,10,2013,303,1,1.6,"A",0,0,0,0,0
"330",330,1,"se","mnwr","nwr","mn2s","mn2s",NA,NA,2.2,28,8,2013,241,0.75,1.5,"A",0,0,0,0,0
"331",331,1,"se","mnwr","nwr","mn2s","mn2s",NA,NA,2.1,28,8,2013,241,0.67,1.7,"M",0,0,0,0,0
"332",332,1,"se","mnwr","nwr","mn2s","mn2s",NA,NA,3.2,29,8,2013,242,0.5,1.5,"D",0,0,0,0,0
"333",333,1,"se","mnwr","nwr","mn2s","mn2s",NA,NA,3.1,29,8,2013,242,0.5,1.5,"N",0,0,0,0,0
"334",334,2,"se","mnwr","nwr","mn2s","mn2s",NA,NA,1.1,16,9,2013,260,0.5,1.6,"M",0,0,0,0,0
"335",335,4,"se","mnwr","nwr","mn2s","mn2s",NA,NA,1.1,28,10,2013,302,0.5,1.8,"A",0,0,0,0,0
"336",336,4,"se","mnwr","nwr","mn2s","mn2s",NA,NA,2.1,29,10,2013,303,1,1.8,"JF",0,0,0,0,0
"337",337,2,"se","mnwr","nwr","mn2w","mn2w",NA,NA,1,16,9,2012,261,1,3,"A",1,0,0,0,1
"338",338,3,"se","mnwr","nwr","mn2w","mn2w",NA,NA,1,3,10,2012,277,1,3,"M",2,0,1,0,3
"339",339,1,"se","mnwr","nwr","mn3","mn3",NA,NA,2.1,28,8,2013,241,0.75,1.8,"A",0,0,0,0,0
"340",340,1,"se","mnwr","nwr","mn3","mn3",NA,NA,2.2,28,8,2013,241,0.75,1.5,"M",0,0,0,0,0
"341",341,1,"se","mnwr","nwr","mn3","mn3",NA,NA,3.1,29,8,2013,242,1,3.5,"D",0,0,0,0,0
"342",342,1,"se","mnwr","nwr","mn3","mn3",NA,NA,3.2,29,8,2013,242,1.17,3.8,"N",0,0,0,0,0
"343",343,2,"se","mnwr","nwr","mn3","mn3",NA,NA,1.1,16,9,2013,260,0.67,2.3,"M",0,0,0,0,0
"344",344,4,"se","mnwr","nwr","mn3","mn3",NA,NA,1.1,28,10,2013,302,1,1.7,"A",0,0,0,0,0
"345",345,4,"se","mnwr","nwr","mn3","mn3",NA,NA,2.1,29,10,2013,303,1,1.7,"JF",0,0,0,0,0
"346",346,1,"se","mnwr","nwr","mnmsu6","mnmsu6",NA,NA,2.1,28,8,2013,241,1.5,6.6,"A",0,0,0,0,0
"347",347,1,"se","mnwr","nwr","mnmsu6","mnmsu6",NA,NA,2.2,28,8,2013,241,1.5,5.8,"M",0,0,0,0,0
"348",348,1,"se","mnwr","nwr","mnmsu6","mnmsu6",NA,NA,3.1,29,8,2013,242,2,6,"D",0,0,0,0,0
"349",349,1,"se","mnwr","nwr","mnmsu6","mnmsu6",NA,NA,3.2,29,8,2013,242,0.25,4,"N",0,0,0,0,0
"350",350,2,"se","mnwr","nwr","mnmsu6","mnmsu6",NA,NA,1.1,16,9,2013,260,0.5,1.5,"M",19,0,0,0,19
"351",351,4,"se","mnwr","nwr","mnmsu6","mnmsu6",NA,NA,1.1,28,10,2013,302,0.75,1.9,"JF",0,0,0,0,0
"352",352,4,"se","mnwr","nwr","mnmsu6","mnmsu6",NA,NA,2.1,29,10,2013,303,1,1.9,"A",0,0,0,0,0
"353",353,2,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,2,4,9,2012,248,2,8.1,"J",25,0,0,0,25
"354",354,2,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,2,4,9,2012,248,2,8.1,"L",24,0,0,1,25
"355",355,3,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,2,21,9,2012,265,2,8.1,"A",31,0,1,0,32
"356",356,3,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,2,21,9,2012,265,2,8.1,"J",45,0,0,0,45
"357",357,3,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,2,21,9,2012,265,2,8.1,"L",34,0,0,0,34
"358",358,3,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,2,21,9,2012,265,2,8.1,"M",33,0,0,0,33
"359",359,1,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,3.2,16,8,2013,229,1.18,2.1,"A",0,0,0,0,0
"360",360,1,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,3.1,16,8,2013,229,1.18,2.1,"A",0,0,0,0,0
"361",361,1,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,3.1,16,8,2013,229,1.68,2.7,"M",1,0,0,0,1
"362",362,1,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,3.2,16,8,2013,229,1.18,2.1,"M",0,0,0,0,0
"363",363,2,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,1.1,1,9,2013,245,0.83,1.6,"M",2,0,0,0,2
"364",364,2,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,1.2,1,9,2013,245,1.67,3.1,"M",8,0,0,0,8
"365",365,2,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,2.1,2,9,2013,246,1.5,2.7,"D",4,0,0,0,4
"366",366,2,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,2.2,2,9,2013,246,1.67,3,"D",9,0,0,0,9
"367",367,2,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,2.2,2,9,2013,246,1.5,2.7,"N",4,0,0,0,4
"368",368,2,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,2.1,2,9,2013,246,1.67,3,"N",10,0,0,0,10
"369",369,4,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,2.1,19,10,2013,293,1.25,2.6,"JF",3,0,0,0,3
"370",370,4,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,2.1,19,10,2013,293,1,2.6,"JF",0,0,0,0,0
"371",371,4,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,4.2,22,10,2013,296,1.5,1.3,"A",2,0,0,0,2
"372",372,4,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,4.1,22,10,2013,296,1.42,3.1,"A",2,0,0,0,2
"373",373,4,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,4.1,22,10,2013,296,1.33,2,"JF",1,0,0,0,1
"374",374,4,"nw","scnwr","nwr","n mallard","n mallard",NA,NA,4.2,22,10,2013,296,1.5,3.2,"JF",1,0,0,0,1
"375",375,2,"nw","scnwr","nwr","n. pintail","n. pintail",NA,NA,2,4,9,2012,248,2,2,"M",2,1,0,0,3
"376",376,3,"ne","tsca","ca","nose","nose",NA,NA,1,28,9,2012,272,2,12.4,"A",32,1,0,0,33
"377",377,3,"ne","tsca","ca","nose","nose",NA,NA,1,28,9,2012,272,2,12.4,"M",28,0,1,0,29
"378",378,3,"ne","tsca","ca","nose","nose",NA,NA,2,30,9,2012,274,2,12.4,"J",38,0,0,0,38
"379",379,3,"ne","tsca","ca","nose","nose",NA,NA,2,30,9,2012,274,2,12.4,"L",40,1,1,0,42
"380",380,1,"ne","tsca","ca","nose","nose",NA,NA,1.1,22,8,2013,235,1.5,4,"D",0,0,0,0,0
"381",381,1,"ne","tsca","ca","nose","nose",NA,NA,1.1,22,8,2013,235,1.5,4,"N",0,0,0,0,0
"382",382,1,"ne","tsca","ca","nose","nose",NA,NA,3.1,24,8,2013,237,1.5,4,"A",0,0,0,0,0
"383",383,1,"ne","tsca","ca","nose","nose",NA,NA,3.1,24,8,2013,237,1.5,4,"M",0,0,0,0,0
"384",384,1,"se","osca","ca","os21","os21","L","L",2.1,27,8,2014,240,0.566666667,5.4706,"A",0,0,0,0,0
"385",385,2,"se","osca","ca","os21","os21","L","L",2.1,15,9,2014,259,0.83,3.2,"A",0,0,0,0,0
"386",386,3,"se","osca","ca","os21","os21","L","L",2.1,4,10,2014,278,1.5,7.1,"A",9,0,0,0,9
"387",387,3,"se","osca","ca","os21","os21",NA,NA,2,4,10,2012,278,1,5,"J",16,0,0,0,16
"388",388,1,"se","osca","ca","os21","os21",NA,NA,1.2,27,8,2013,240,0.75,3.8,"A",0,0,0,0,0
"389",389,1,"se","osca","ca","os21","os21",NA,NA,1.1,27,8,2013,240,0.75,4.2,"M",0,0,0,0,0
"390",390,1,"se","osca","ca","os21","os21",NA,NA,2.2,28,8,2013,241,1,1.9,"D",0,0,0,0,0
"391",391,1,"se","osca","ca","os21","os21",NA,NA,2.1,28,8,2013,241,0.75,1.9,"N",0,0,0,0,0
"392",392,2,"se","osca","ca","os21","os21",NA,NA,2.2,17,9,2013,261,1,2.4,"D",5,0,0,0,5
"393",393,2,"se","osca","ca","os21","os21",NA,NA,2.1,17,9,2013,261,0.75,2.1,"N",3,0,0,0,3
"394",394,3,"se","osca","ca","os21","os21",NA,NA,2.2,13,10,2013,287,1,2.4,"M",17,0,0,0,17
"395",395,3,"se","osca","ca","os21","os21",NA,NA,2.1,13,10,2013,287,1,2.4,"N",13,0,0,0,13
"396",396,4,"se","osca","ca","os21","os21","L","L",1.1,19,10,2014,293,1.3,5.1,"A",6,3,0,0,9
"397",397,1,"se","osca","ca","os23","os23","E","E",2.1,27,8,2014,240,0.933333333,4.1834,"N",0,0,0,0,0
"398",398,2,"se","osca","ca","os23","os23","E","E",2.1,15,9,2014,259,0.5,2.2,"N",1,0,0,0,1
"399",399,3,"se","osca","ca","os23","os23","E","E",2.1,4,10,2014,278,1.5,4.4,"N",34,1,0,0,35
"400",400,4,"se","osca","ca","os23","os23","E","E",1.2,19,10,2014,293,1.6,5.3,"A",17,1,0,0,18
"401",401,3,"se","osca","ca","os25","os25",NA,NA,2,4,10,2012,278,1,9.2,"L",20,0,0,0,20
"402",402,3,"se","osca","ca","os25","os25",NA,NA,2,4,10,2012,278,1,9.2,"M",25,0,0,0,25
"403",403,3,"se","osca","ca","os25","os25",NA,NA,2.1,13,10,2013,287,1,2.4,"D",12,1,0,0,13
"404",404,3,"se","osca","ca","os25","os25",NA,NA,2.2,13,10,2013,287,1,2.4,"N",20,1,0,0,21
"405",405,3,"nc","fgca","ca","pool1","pool1",NA,NA,3.1,30,9,2013,274,1.5,3.6,"M",74,1,0,0,75
"406",406,3,"nc","fgca","ca","pool1","pool1",NA,NA,4.2,2,10,2013,276,1.5,2.2,"D",40,0,0,0,40
"407",407,3,"nc","fgca","ca","pool1","pool1",NA,NA,4.1,2,10,2013,276,1.5,4.5,"N",57,2,0,0,59
"408",408,1,"nc","fgca","ca","pool2","pool2","L","L",2.1,18,8,2014,231,1.5,12.2284,"A",0,0,0,0,0
"409",409,1,"nc","fgca","ca","pool2","pool2","L","L",2.2,18,8,2014,231,1.333333333,4.9879,"N",0,0,0,0,0
"410",410,1,"nc","fgca","ca","pool2","pool2","L","L",3.2,19,8,2014,232,1.383333333,9.654,"A",0,0,0,0,0
"411",411,1,"nc","fgca","ca","pool2","pool2","L","L",3.1,19,8,2014,232,1.366666667,5.4706,"N",0,0,0,0,0
"412",412,2,"nc","fgca","ca","pool2","pool2","L","L",1.2,3,9,2014,246,1.5,7.7,"A",12,0,0,0,12
"413",413,2,"nc","fgca","ca","pool2","pool2","L","L",1.1,3,9,2014,246,1.5,4.3,"N",20,0,0,0,20
"414",414,3,"nc","fgca","ca","pool2","pool2","L","L",2.1,25,9,2014,269,0.75,4.1,"N",0,0,0,0,0
"415",415,4,"nc","fgca","ca","pool2","pool2","L","L",1.1,10,10,2014,284,0.5,2,"A",0,0,0,0,0
"416",416,4,"nc","fgca","ca","pool2","pool2","L","L",1.2,10,10,2014,284,0.6,2,"N",3,0,0,0,3
"417",417,2,"nc","fgca","ca","pool2","pool2",NA,NA,1,6,9,2012,250,2,4.5,"J",11,0,0,0,11
"418",418,3,"nc","fgca","ca","pool2","pool2",NA,NA,1,24,9,2012,268,2,8,"L",71,2,2,0,75
"419",419,3,"nc","fgca","ca","pool2","pool2",NA,NA,2,25,9,2012,269,2,8,"M",36,0,0,0,36
